track_popularity,artist_popularity,danceability,energy,loudness,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,artist_encoded,album_encoded,genre
0.939126423664243,0.9174422399472292,0.7303569455188418,0.4148970809976806,0.7568403344713275,0.0,0.38846153846153847,0.24297008618383964,0.0001586978636826043,0.31570762052877144,0.15821501014198783,0.7345568509843239,0.4532989607488864,0.698139115933873,0.9989768004482169,1.0
0.8407432804235186,0.8342463837423743,0.251851033263344,0.3127044478842618,0.475013606451932,0.8368288369533895,0.19835164835164834,0.9076303022929886,0.8799593082400814,0.14981855883877657,0.5801217038539553,0.7390817158668059,0.4566154225934471,0.913025630037645,0.9923248232905137,1.0
0.8990898655547692,0.8643293348478939,0.6010608907061553,0.4399442949960676,0.7741081589233585,0.7210570543488701,0.1912087912087912,0.8694776010661793,0.06866734486266532,0.07734577501296008,0.8133874239350913,0.4772740583313606,0.5556892041880981,0.9853016792347269,0.9816065711172023,
0.7807299463995443,0.7220189587716063,0.7148856227207426,0.5200953797909058,0.6850477462767799,0.783091851446946,0.29010989010989013,0.005640204184019997,0.8809766022380469,0.09797822706065319,0.3235294117647059,0.7116122003613436,0.7042598564590028,0.9859105078123093,0.9153655567788829,
0.6088413868529735,0.6886177335457992,0.24743065532102995,0.07064817180385026,0.3206669635347087,0.8842282173954807,0.24175824175824173,0.9427709481597863,0.5442522889114955,0.0880248833592535,0.31643002028397565,0.4674181663242405,0.49694555747848046,0.9940630594425773,0.9635365779659268,1.0
0.8407432804235186,0.7938171132824735,0.5093380484031385,0.4399442949960676,0.7276730493295729,0.8368288369533895,0.2021978021978022,0.1405602039434572,0.9013224821973551,0.15811301192327631,0.12373225152129817,0.7080791766540795,0.5369453408439355,0.9998498267989628,0.9587886454818766,1.0
0.8044929042519686,0.7296225131497025,0.5712233395955354,0.6633654438616793,0.7228984216515758,0.44211410869774037,0.26868131868131867,0.6305212091719536,0.1169888097660224,0.2638672887506481,0.8600405679513184,0.6264843217266325,0.38186496670100567,0.8881399008570682,0.8824523521095636,1.0
0.867665905916199,0.8342463837423743,0.7226212841197922,0.8406997189702589,0.7765078422641136,0.2789429456511298,0.5021978021978022,0.020077989543007248,0.023906408952187184,0.44012441679626757,0.6845841784989859,0.6907501206276114,0.4157684354565374,0.9900883020175375,0.9915243595476015,1.0
0.9703469621559133,0.9467678767049003,0.4585037020665267,0.4279216322768418,0.7982781653554994,0.0,1.0,0.23694597546381713,0.07100712105798576,0.06956972524624158,0.4462474645030426,0.4838000189906446,0.41782850483953027,0.9203353778879144,0.8966722815595867,
0.8259336396710588,0.7938171132824735,0.871809039672892,0.6583560010620019,0.7560734253624264,0.2789429456511298,1.0,0.09317053294594686,0.0,0.07268014515292898,0.7799188640973631,0.5239877116783305,0.4285352307990853,0.9568225693445993,0.9389935184440056,1.0
0.8590533074452955,0.8722094419952944,0.9215382915239253,0.42691974371690633,0.6008114393152244,0.9649840459813438,0.6263736263736264,0.027608127943035368,1.688708036622584e-06,0.06448937273198549,0.8154158215010143,0.6533097425155034,0.6065053375936516,0.9764019296041297,0.9550854296346177,1.0
0.8990898655547692,0.8871587529039012,0.4916565366338822,0.9729490088817421,0.9385483152738607,0.647685462377997,0.2368131868131868,0.006583981530156855,0.000590030518819939,0.21721099015033699,0.4827586206896552,0.879005823005544,0.45646064250937446,0.8082706616793327,0.9355919832296234,1.0
0.9027195864156249,0.8798129963733904,0.32257708034036914,0.9739508974416775,0.8461728761565483,0.9649840459813438,0.7417582417582418,0.0006411963048546612,0.0016581892166836216,0.028823224468636596,0.45030425963488846,0.6984744273626893,0.4290382182957564,0.6409077972057914,0.9460934727576418,1.0
0.7540799380894574,0.8295864392961818,0.805503370538181,0.6473352269027116,0.8370936618672999,0.783091851446946,0.3714285714285714,0.10742759498333344,0.0,0.1715914981855884,0.7606490872210954,0.6720592060489468,0.5416533985237622,0.9796792186716033,0.9664436408409744,1.0
0.8590533074452955,0.8342463837423743,0.3026853795999558,0.36179698732110027,0.6433377863539655,0.44211410869774037,0.17032967032967034,0.08975687020460078,3.4384537131230934e-05,0.10316226023846553,0.27079107505071,0.7562711024494639,0.7236799890179495,0.9454351018968697,0.9303730983402005,
0.7743644829574564,0.6974630051635802,0.32257708034036914,0.00021540604038612784,0.0,0.0,0.4236263736263736,0.998995981546663,0.9328585961342829,0.05826853291861067,0.3448275862068966,0.4202249041651416,0.41677104978867474,0.9290253382012328,0.836345071880501,1.0
0.8990898655547692,0.8602791409376933,0.5170737098021881,0.6984315434594209,0.787219830785216,0.8368288369533895,0.21098901098901096,0.21887364330374964,0.00013428280773143442,0.20373250388802489,0.5821501014198782,0.48212653057501376,0.6134592873229763,0.9932721786789931,0.792862708879271,
0.7394349715947148,0.7296225131497025,0.4474527572107415,0.281645902526262,0.6732225025975953,0.9649840459813438,0.2785714285714286,0.9809236493865955,0.01698880976602238,0.06552617936754795,0.5304259634888439,0.42758269310178454,0.45748167010880714,0.7365172419557365,0.9494103295898924,
