track_popularity,artist_popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,genre
0.7700656087035057,0.714033383096798,0.6197198162436549,0.6631438853782319,0.7804437406296135,0.005827408344038958,0.010376443720657219,0.8462172860658632,0.3638490825936819,0.81674333633563,0.7657823737316493,0.6444200022093161,9
0.7027814332689931,0.8551157876058267,0.6855819963389684,0.962962210343213,0.8963809997306983,0.034009069085089355,0.0016148520079435071,0.8582914572864321,0.311386602771122,0.9076309436338826,0.7772211771887845,0.4732831695034623,7
0.794347468679405,0.7617748037335855,0.48458214789251897,0.8955449504952487,0.8518513485685697,0.0227482474836573,0.0011226570830953826,0.9320206430335165,0.25086826295056724,0.14204171008606395,0.7221213476324101,0.5003175943792043,9
0.8839772448001533,0.8044533904083272,0.6156320059804868,0.5434276569874739,0.7984616222736866,0.05514140093815927,0.10292521170575292,0.645791964310797,0.1167811295732324,0.13625118321712015,0.9615463392853814,0.6925056816521661,3
0.8340640545489768,0.7669709353517437,0.10675323360800236,0.05707443385512588,0.40859081550337933,0.02127831657330405,0.9577401795517009,0.985381370656698,0.09508104522685043,0.014337287901952631,0.49239744520160417,0.5622950029654926,1
0.8533566358849352,0.829415391465717,0.7361903736405729,0.8268233078209697,0.8103909017463178,0.054414510536142977,0.2128501332216009,2.0904522613065327e-05,0.1561621002187728,0.5622966306287395,0.788249925133373,0.5095208107808897,6
0.0,0.0,0.8040271347044257,0.4033912801231096,0.6811675263604914,0.05974926647105895,0.26606307064412027,0.950753768844221,0.10198979060318783,0.311430670725307,0.7724390772451453,0.6361619946413049,6
0.8708958465763039,0.7922947836484139,0.6100870446030927,0.6476342500210127,0.7644421651182852,0.013068074418416991,2.0024022832684856e-05,0.9361574200843575,0.05079773248568834,0.9837517071627188,0.8083870120100675,0.5476203954258634,9
0.8439365587700982,0.7805761808241102,0.46325241241036197,0.9008499847352955,0.8951833544237978,0.11182313730027907,0.00045340656036364503,0.008551301816335299,0.5443459450133837,0.300383946745271,0.9750877237768858,0.6667047854255567,3
0.41871844962827504,0.6445609176625411,0.7066391519795339,0.7010286301764586,0.8409270589043609,0.0467289169891178,0.006615891823857357,0.723746781052386,0.08441703363606019,0.3304729714961722,0.8331620091009446,0.7071171513715746,2
0.8328376893426744,0.699834419609511,0.765225244719251,0.6052286160411786,0.8219775342685033,0.06543808952120508,0.024886587094783693,0.688375219399691,0.15151703417102846,0.16171785317074427,0.8527705746184071,0.7311802691379342,2
0.8662204463268472,0.773974556939543,0.12678326524172115,0.05126159501136073,0.4187351401301127,0.022678530065348947,0.9643745767618965,0.9587125571299607,0.0887897502299786,0.012010461608851036,0.4787009581293652,0.6285196459629783,1
0.8768356353509822,0.8599191352457496,0.4239259179498224,0.8448416919783254,0.8262175543264351,0.03227527340624166,0.13654478899308264,0.9206030150753768,0.6145431815814147,0.011231237535425629,0.8335114823763585,0.787045646957159,2
