track_id,playlist_url,playlist_name,track_name,track_popularity,artist_name,album,album_cover,artist_genres,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
3FnaCm5NYQh8prhCfPDNOV,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Promised,42,Pig&Dan,Promised,https://i.scdn.co/image/ab67616d0000b27351029599e2c85694e408d48b,"['dark techno', 'microhouse', 'minimal techno', 'spanish techno', 'tech house', 'techno']",41,0.778,0.642,7.0,-12.971,1.0,0.04,0.0267,0.878,0.0854,0.0367,124.005,562229.0,4.0,techhouse
3oJaIce9FdZyKlpQ22jxp5,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Dark Matter,47,Dubfire,Dark Matter / Dust & Gas,https://i.scdn.co/image/ab67616d0000b273d6c80d65fc464b74c6532c2c,"['deep minimal techno', 'minimal techno', 'tech house']",43,0.819,0.607,1.0,-7.631,1.0,0.0767,0.000703,0.886,0.0721,0.124,131.999,530496.0,4.0,techhouse
50MkrUXSXsS1Q1bn95XQcm,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Sleepless - Stephan Bodzin Remix,48,Pan-Pot,The Other Remixes,https://i.scdn.co/image/ab67616d0000b27379a15e62ed1eda56e57adb8a,"['german techno', 'microhouse', 'minimal techno', 'raw techno', 'tech house', 'techno']",40,0.742,0.662,2.0,-8.149,1.0,0.0462,0.00022,0.811,0.0869,0.0845,119.991,540000.0,4.0,techhouse
2hJRfyYiJ8umxp1WdbeyLj,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Dubmission - 2021 Edit,51,Anja Schneider,Dubmission (Original Edit),https://i.scdn.co/image/ab67616d0000b2730b9874f439e4466022f579af,"['electra', 'german house', 'german techno', 'microhouse', 'minimal techno', 'tech house']",44,0.804,0.476,11.0,-13.48,1.0,0.0947,0.335,0.891,0.0971,0.276,122.033,186885.0,4.0,techhouse
1BpG59DLyW6jZxN2PYiUA3,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,2daBeat,47,Super Flu,Musik 3,https://i.scdn.co/image/ab67616d0000b273f2fcdb2d6dd9a2cdd166fbc9,"['deep euro house', 'german house', 'microhouse', 'minimal techno', 'organic house', 'tech house']",43,0.659,0.698,9.0,-10.252,0.0,0.0687,0.109,0.00864,0.0836,0.221,120.022,329787.0,4.0,techhouse
2mwptYSUenZkc1EL20HC30,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Countach - Kölsch Remix,42,Butch,Countach,https://i.scdn.co/image/ab67616d0000b273588dfc6454ae649fc1ba886d,"['acid techno', 'frankfurt electronic', 'german techno', 'house', 'microhouse', 'minimal tech house', 'minimal techno', 'tech house']",39,0.751,0.661,0.0,-9.707,1.0,0.0596,0.00493,0.76,0.105,0.123,124.972,447446.0,4.0,techhouse
0tZFL2LU8XSThRttMJif6Q,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Soopertrack,45,Extrawelt,Extra Welt Hits,https://i.scdn.co/image/ab67616d0000b2732c38140c15a1dc583c428f30,"['electronica', 'german techno', 'hamburg electronic', 'microhouse', 'minimal techno', 'tech house']",41,0.767,0.76,1.0,-9.554,1.0,0.0416,0.000389,0.945,0.0742,0.065,130.006,482266.0,4.0,techhouse
1LwmwOuIoZVydjL13JzaHP,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Let's Be Friends,31,Robert Babicz,Let's Be Friends - Single,https://i.scdn.co/image/ab67616d0000b27328b80810518cc20608bb3e57,"['cologne electronic', 'german techno', 'microhouse', 'minimal techno', 'organic house', 'tech house']",33,0.765,0.647,11.0,-11.527,0.0,0.0581,0.000254,0.897,0.0516,0.144,120.003,502448.0,4.0,techhouse
2HFFNPjMoAUUIU5iAr9bUZ,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Accelerate,31,Christian Smith,Accelerate,https://i.scdn.co/image/ab67616d0000b273d29a3e00a8217d72e8e1c67f,"['deep minimal techno', 'minimal techno', 'swedish techno', 'tech house', 'techno']",31,0.766,0.934,11.0,-8.838,0.0,0.055,0.00365,0.932,0.0885,0.548,135.008,383602.0,4.0,techhouse
0yuJtvXsapVOQfNDYxQ5mw,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Singularity,50,Stephan Bodzin,Powers of Ten,https://i.scdn.co/image/ab67616d0000b273faab5a4042d8bd545447a127,"['deep techno', 'electronica', 'german techno', 'microhouse', 'minimal techno', 'tech house']",48,0.752,0.486,10.0,-12.53,0.0,0.0493,0.0479,0.877,0.0926,0.0379,121.0,421307.0,4.0,techhouse
4Ua4vOVVH9w0Wq41BwWto9,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Exhilaration,29,Solee,Nothing Lasts Forever,https://i.scdn.co/image/ab67616d0000b273b812fe1658c27b228a8ecaac,"['deep euro house', 'melodic techno', 'minimal techno', 'tech house']",41,0.662,0.725,4.0,-8.958,0.0,0.0469,0.059,0.717,0.0772,0.301,124.994,414326.0,4.0,techhouse
6zh9PwKwiVGrpkt6WLMzkl,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Mars,42,Julian Jeweil,Transmission,https://i.scdn.co/image/ab67616d0000b2732b600cdd61c522c2bb553243,"['dark techno', 'deep minimal techno', 'french techno', 'minimal techno', 'tech house']",37,0.683,0.936,4.0,-6.382,0.0,0.0556,0.00018,0.656,0.155,0.0372,124.996,360860.0,4.0,techhouse
0vu1ke40FucEgjDmpjrlVJ,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Feist,41,Thomas Schumacher,Crimson,https://i.scdn.co/image/ab67616d0000b2735d74a3ad770d5aba1ee53c4c,"['german techno', 'minimal techno', 'raw techno', 'tech house']",40,0.583,0.886,4.0,-8.94,0.0,0.0524,0.00142,0.87,0.083,0.25,129.002,426034.0,4.0,techhouse
4XNFL9xoJexOQwx7Be25Dd,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,A Thousand Nights - Original Mix,42,Gregor Tresher,A Thousand Nights,https://i.scdn.co/image/ab67616d0000b2739139e02a5da6c2f8d6697e29,"['frankfurt electronic', 'german techno', 'microhouse', 'minimal techno', 'tech house']",36,0.688,0.534,9.0,-10.534,0.0,0.0392,0.0372,0.938,0.119,0.642,127.999,456701.0,4.0,techhouse
5AcCFMfAjIxq07cibmttEo,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Leave You,51,Einmusik,Leave You,https://i.scdn.co/image/ab67616d0000b273ac891e0e195c03c668be51f9,"['german techno', 'microhouse', 'minimal techno', 'organic house', 'tech house']",46,0.673,0.84,1.0,-7.564,1.0,0.0349,0.0197,0.234,0.0865,0.529,119.991,234005.0,4.0,techhouse
3BfLcQOyP6ovmQFTYfhIx4,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Nordpol,42,Oliver Huntemann,Nordpol / Südpol,https://i.scdn.co/image/ab67616d0000b2732a8997179abd6d21b15b23b4,"['dark techno', 'german techno', 'hamburg electronic', 'high-tech minimal', 'minimal techno', 'tech house']",42,0.778,0.864,7.0,-9.741,1.0,0.0413,0.00724,0.895,0.0952,0.0275,126.008,400101.0,4.0,techhouse
6G40wvmUlCrx5KqGFN5H4X,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,What Is Real,50,Rodriguez Jr.,Blisss,https://i.scdn.co/image/ab67616d0000b273f0192ba19109280c3b00128e,"['electronica', 'french tech house', 'microhouse', 'minimal tech house', 'minimal techno', 'organic house', 'tech house']",46,0.674,0.662,7.0,-11.16,1.0,0.233,0.0377,0.00318,0.41,0.322,122.979,223451.0,4.0,techhouse
1Y1qovyzyKOTCrrNzJ2dIQ,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,That Look,42,Dosem,That Look,https://i.scdn.co/image/ab67616d0000b273440cbfe7e5a8bb4e0590f566,"['house', 'latin tech house', 'progressive house', 'spanish techno', 'tech house']",42,0.735,0.663,9.0,-9.827,1.0,0.0618,8.2e-05,0.94,0.107,0.265,124.996,371951.0,4.0,techhouse
3cwXKrP3RuQ6vlwvwUMJcZ,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Control - Original Mix,51,UMEK,Control,https://i.scdn.co/image/ab67616d0000b273763a5094fc1b68acbd8165d9,"['dark techno', 'minimal techno', 'raw techno', 'slovenian electronic', 'tech house', 'techno']",45,0.757,0.918,2.0,-4.932,1.0,0.0548,0.00336,0.853,0.255,0.113,129.982,387808.0,4.0,techhouse
3odvxxzdbwQ3eBY6TRiIHt,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Blaze,56,Booka Shade,Blaze,https://i.scdn.co/image/ab67616d0000b2734a6aee228eea87ca5694f5ee,"['electronica', 'frankfurt electronic', 'german techno', 'microhouse', 'minimal techno', 'tech house', 'tropical house']",51,0.664,0.636,8.0,-6.722,0.0,0.0317,0.0115,0.631,0.0523,0.383,123.996,215875.0,4.0,techhouse
3lYJfStQESsxPjj3ox11tM,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Groove People,45,Daniel Steinberg,Groove People / The Funk Show,https://i.scdn.co/image/ab67616d0000b2732e8138e8c17e801dbd34c831,"['deep euro house', 'german tech house', 'minimal techno', 'tech house']",38,0.862,0.798,0.0,-7.074,1.0,0.0461,0.014,0.252,0.594,0.951,125.037,328979.0,4.0,techhouse
2jgJNLqGkqPyMj9QGJQLmt,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Back To '95 - Cinthie‘s 'Just A Vibe' Remix,37,Steve Bug,Back To ´95,https://i.scdn.co/image/ab67616d0000b27377badb47a9f914bca0efe1b5,"['german house', 'german techno', 'microhouse', 'minimal tech house', 'minimal techno', 'tech house']",30,0.713,0.725,8.0,-9.176,1.0,0.0561,0.00139,0.797,0.071,0.554,124.003,372424.0,4.0,techhouse
5J7b7SmcTkhmO31mF0tEja,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Together One Time,50,Kaiserdisco,Together One Time,https://i.scdn.co/image/ab67616d0000b273296a6f33a834124909832a02,"['deep minimal techno', 'german tech house', 'hamburg electronic', 'minimal techno', 'tech house']",38,0.572,0.913,10.0,-8.185,0.0,0.0429,0.00493,0.629,0.0702,0.198,129.993,288672.0,4.0,techhouse
5SB73InpxuEQ20qEWhOQFV,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Chunky,55,Format:B,Chunky,https://i.scdn.co/image/ab67616d0000b273cce1d216cf5d96a7fd6fdf37,"['deep euro house', 'german tech house', 'german techno', 'minimal techno', 'tech house']",43,0.803,0.858,10.0,-4.019,1.0,0.0538,0.0111,0.096,0.0766,0.862,121.989,158115.0,4.0,techhouse
6cu6qCXiE8wVYbxRTfJybm,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Tripping In The 16Th,35,Martin Buttrich,Crash Test,https://i.scdn.co/image/ab67616d0000b2733dbebf851030e7fee1040bb8,"['german techno', 'microhouse', 'minimal tech house', 'minimal techno', 'tech house']",30,0.808,0.334,2.0,-12.914,1.0,0.0778,0.00155,0.839,0.0841,0.497,123.981,250493.0,4.0,techhouse
5jUbmkU6rjKGsynCNZEct2,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Sysma - Original Mix,49,Dusty Kid,Kéia EP,https://i.scdn.co/image/ab67616d0000b273a1e344374a5fc385edd4d1f0,"['minimal techno', 'tech house']",41,0.742,0.609,11.0,-10.506,0.0,0.0908,0.241,0.581,0.103,0.043,128.004,440842.0,4.0,techhouse
1eV81a6H4xDdpi8r2C4tQT,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Gravity,63,Boris Brejcha,Gravity,https://i.scdn.co/image/ab67616d0000b2739b59ddd08f920ae0b0bdaf53,"['german house', 'german techno', 'high-tech minimal', 'minimal techno', 'tech house']",62,0.783,0.616,7.0,-11.131,1.0,0.0691,0.00149,0.769,0.117,0.0734,125.023,216000.0,4.0,techhouse
5ekNKqNTF8reaoGIzT2J5j,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Dream Machine,47,Dominik Eulberg,Dream Machine,https://i.scdn.co/image/ab67616d0000b273fa801a4035231185d97ab1a8,"['electronica', 'german techno', 'microhouse', 'minimal techno', 'tech house']",42,0.747,0.668,7.0,-8.844,0.0,0.0505,0.314,0.934,0.0522,0.679,123.006,507417.0,4.0,techhouse
6qZY2GM3cWb45Hyg0jVtdf,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,3 Tage wach - Original Extended Mix,8,Lützenkirchen,Pandora Electronica,https://i.scdn.co/image/ab67616d0000b273c1d99c2f9fdba6192bd03400,"['german techno', 'minimal techno', 'munich electronic', 'tech house']",28,0.959,0.638,1.0,-6.476,1.0,0.158,0.0207,0.00168,0.0987,0.288,125.0,322036.0,4.0,techhouse
6UJTyXQvDe3hv8NQXOKOCl,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Caprice,53,Oliver Schories,Caprice,https://i.scdn.co/image/ab67616d0000b273e7efbd6c438c70b0cd1c6c47,"['deep euro house', 'hamburg electronic', 'minimal techno', 'tech house']",49,0.644,0.806,6.0,-8.014,0.0,0.0375,0.057,0.486,0.338,0.092,122.99,230839.0,4.0,techhouse
27iFu1Fve563GyXUTDXWnv,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Feels Good,31,Audiojack,Surface Tension,https://i.scdn.co/image/ab67616d0000b2730fcaf770135e6bed886bdcd9,"['deep disco house', 'house', 'minimal tech house', 'tech house']",34,0.763,0.417,10.0,-9.723,0.0,0.0429,0.0208,0.833,0.372,0.132,125.992,281892.0,4.0,techhouse
3SyNfiVCa4GHpezUySluf3,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Human,60,Jay Lumen,Human,https://i.scdn.co/image/ab67616d0000b273a787fb731864e85fe5289027,"['funky tech house', 'hungarian techno', 'tech house']",44,0.715,0.909,10.0,-7.94,0.0,0.0484,0.00405,0.919,0.258,0.287,130.006,430000.0,4.0,techhouse
39xkKxJDrBkvzMIof2ezKX,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Unstable Condition,35,John Tejada,Parabolas,https://i.scdn.co/image/ab67616d0000b27357414527896ba0427a4411b0,"['float house', 'microhouse', 'minimal tech house', 'minimal techno', 'tech house', 'techno']",33,0.803,0.869,8.0,-9.635,0.0,0.047,0.0503,0.898,0.084,0.398,122.001,348060.0,4.0,techhouse
5dwjQsS2ezI4NDnokvK7IM,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Gemini,46,Marek Hemmann,In Between,https://i.scdn.co/image/ab67616d0000b273aac47acc633666daa8b3642f,"['deep euro house', 'german tech house', 'german techno', 'microhouse', 'minimal tech house', 'minimal techno', 'tech house']",44,0.793,0.637,8.0,-11.994,1.0,0.093,0.00192,0.796,0.143,0.32,128.001,547560.0,4.0,techhouse
1b0e8KK2tIgMkT2tub9M93,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Haven't You Heard - Fitzy's Half Charged Mix,54,Alan Fitzpatrick,Haven't You Heard,https://i.scdn.co/image/ab67616d0000b273bcae951e76eaf49a5a0ca588,"['house', 'minimal techno', 'tech house', 'techno']",47,0.828,0.903,6.0,-5.241,0.0,0.0935,0.00339,0.693,0.256,0.96,130.007,159231.0,4.0,techhouse
1Q4iH1FFNBigEIuMRlCs4H,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,So Long - Christian Loeffler Remix,52,Joris Voorn,Nobody Knows Remixes,https://i.scdn.co/image/ab67616d0000b273a1ab24f94f32d3dd1924af27,"['dutch tech house', 'electronica', 'microhouse', 'minimal techno', 'tech house']",53,0.496,0.465,6.0,-10.03,1.0,0.0421,0.0325,0.706,0.0648,0.0781,117.0,307423.0,4.0,techhouse
5tuQdIoEYHkWrdyNOHk96J,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Latex,38,Monika Kruse,Hidden Love,https://i.scdn.co/image/ab67616d0000b2731f23b466014c5e6764be5c2f,"['electra', 'german tech house', 'german techno', 'minimal techno', 'tech house']",34,0.797,0.846,1.0,-7.033,0.0,0.0839,0.000125,0.952,0.119,0.0325,129.005,439070.0,4.0,techhouse
5EBy8NubU2cse2maWDUBnp,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Azzurra,41,Gui Boratto,Take My Breath Away,https://i.scdn.co/image/ab67616d0000b273a5135cf06d582641a7f24267,"['brazilian house', 'electronica', 'microhouse', 'minimal techno', 'tech house']",48,0.64,0.711,10.0,-11.331,1.0,0.0304,0.0707,0.752,0.0781,0.525,124.987,298440.0,4.0,techhouse
6Y2OimS3u5eKd0LLco0Vlq,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Morphing,43,Ramon Tapia,Morphing,https://i.scdn.co/image/ab67616d0000b2739429033e4db9c1796ecadbaf,"['belgian techno', 'deep minimal techno', 'tech house']",37,0.592,0.892,4.0,-6.983,0.0,0.0422,3.44e-05,0.83,0.111,0.157,132.008,292989.0,4.0,techhouse
31MuAXriMSvJareH1Q8Hi3,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Dance With Me,37,Loco & Jam,Dance With Me,https://i.scdn.co/image/ab67616d0000b27386db100459669e5d3ed8ad99,"['deep minimal techno', 'funky tech house', 'tech house']",29,0.594,0.969,4.0,-6.425,0.0,0.0592,0.00574,0.875,0.227,0.368,127.014,210709.0,4.0,techhouse
4FpawvuBz4HxTz7UqR4ter,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Sorry I Am Late - Extended,51,Kollektiv Turmstrasse,Sorry I Am Late (Extended),https://i.scdn.co/image/ab67616d0000b27362af0accb17ffdba0cd5cad1,"['electronica', 'german techno', 'hamburg electronic', 'microhouse', 'minimal techno', 'organic electronic', 'tech house']",46,0.851,0.535,6.0,-12.51,1.0,0.0688,0.0214,0.734,0.0662,0.353,122.016,489714.0,4.0,techhouse
6gAHSSwk7WlGHfOYqDrH1I,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Lost But Not Forgotten,34,Koen Groeneveld,Lost But Not Forgotten,https://i.scdn.co/image/ab67616d0000b27322e1f5bb78f5bb159a14ab05,"['dark techno', 'deep minimal techno', 'funky tech house', 'house', 'tech house']",29,0.744,0.728,8.0,-9.938,1.0,0.0397,0.00544,0.863,0.122,0.0811,122.997,232185.0,4.0,techhouse
5jOhS3S7vTj9yQ4UmEk8qj,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,The Music Began To Play,56,Mark Knight,The Music Began To Play,https://i.scdn.co/image/ab67616d0000b2731722df4343143f7252588c69,"['deep groove house', 'deep house', 'disco house', 'edm', 'electro house', 'funky tech house', 'house', 'progressive house', 'tech house', 'uk house', 'vocal house']",56,0.738,0.936,4.0,-3.451,0.0,0.219,0.00151,0.707,0.617,0.27,127.022,145984.0,4.0,techhouse
4TPws9xCzOQnMGvakbjlch,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Leo,32,Gary Beck,Hentzi,https://i.scdn.co/image/ab67616d0000b273ecb89de28dd92f6195928036,"['deep minimal techno', 'minimal techno', 'scottish electronic', 'scottish techno', 'tech house', 'techno']",29,0.566,0.813,7.0,-6.505,1.0,0.0524,0.000678,0.89,0.111,0.11,126.007,398364.0,4.0,techhouse
7A0vJGv1KgYPqG6vGHTObK,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Take Control,30,Uto Karem,Take Control / All over You,https://i.scdn.co/image/ab67616d0000b2738904230b4b242e9c22bbbc2a,"['deep minimal techno', 'minimal techno', 'tech house']",23,0.801,0.658,5.0,-7.637,0.0,0.0708,0.00193,0.863,0.0543,0.114,127.007,386731.0,4.0,techhouse
5F84K2ltGbHKMYbmujjt8W,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Thinking About You ft Juliet Fox - Original Mix,45,Spektre,Thinking About You,https://i.scdn.co/image/ab67616d0000b273ff9f540eb5280c64fef1b29f,"['dark techno', 'deep minimal techno', 'minimal techno', 'raw techno', 'tech house']",37,0.825,0.794,1.0,-8.611,1.0,0.0536,0.000155,0.911,0.09,0.27,126.006,402905.0,4.0,techhouse
7ylTBs4903HoXeYSp24hoA,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Mantequilla - Original Mix,45,Ron Flatter,Mantequilla,https://i.scdn.co/image/ab67616d0000b27366ef550a7784052f87181694,"['deep euro house', 'minimal techno', 'tech house']",39,0.749,0.72,10.0,-9.713,1.0,0.038,0.112,0.229,0.0725,0.494,119.015,441595.0,4.0,techhouse
5ccrbaovXwo2WTFCo2PzJB,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Marionette - Stephan Bodzin Remix,39,Mathew Jonson,Marionette (Stephan Bodzin Remix),https://i.scdn.co/image/ab67616d0000b273f1803e21049e9804d789a827,"['german techno', 'microhouse', 'minimal tech house', 'minimal techno', 'tech house', 'techno']",31,0.743,0.796,1.0,-8.375,1.0,0.0428,0.0806,0.88,0.0951,0.245,125.005,467172.0,4.0,techhouse
4gagfSo6yKtWXDicu2oIcr,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Do You Want Me,48,Popof,Brain On the Side,https://i.scdn.co/image/ab67616d0000b273b695838afd403de63ef5f50a,"['french tech house', 'french techno', 'minimal techno', 'tech house']",41,0.781,0.528,7.0,-13.271,1.0,0.0425,0.169,0.84,0.113,0.267,129.978,273293.0,4.0,techhouse
3jMLZmglAXlcw9c6gUpx3b,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,MZ,45,Sascha Funke,IFA,https://i.scdn.co/image/ab67616d0000b2731088db5a33aae24039d3125f,"['electronica', 'german techno', 'microhouse', 'minimal techno', 'tech house']",35,0.666,0.321,1.0,-11.083,1.0,0.0843,0.000576,0.798,0.0905,0.399,119.999,381996.0,4.0,techhouse
1Ou1g6tCGdwp2SFnNyfZXw,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Atlas - Adriatique Remix,47,Marc Romboy,Atlas (Remixes),https://i.scdn.co/image/ab67616d0000b2730dc574d9e17d6c617d12cfd7,"['german house', 'german techno', 'microhouse', 'minimal techno', 'tech house']",37,0.767,0.688,6.0,-9.108,0.0,0.0496,0.00177,0.875,0.0644,0.036,124.002,377739.0,4.0,techhouse
2H4l11D1fsfJ3WfyZ6XGe1,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Sex and the Machine,50,Pleasurekraft,Sex and the Machine,https://i.scdn.co/image/ab67616d0000b273d6c3cf69813be4b39b41ac1a,"['dark techno', 'deep minimal techno', 'funky tech house', 'minimal techno', 'tech house']",42,0.546,0.979,5.0,-5.926,0.0,0.0739,0.00391,0.553,0.107,0.231,132.023,240123.0,4.0,techhouse
2w1JSr3I1BXnTRyGskbJ45,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Juniper,47,Matador,Ramaha,https://i.scdn.co/image/ab67616d0000b273e7d5a3bacd8eff9ed9ef1dd9,"['deep minimal techno', 'irish electronic', 'irish techno', 'minimal techno', 'tech house']",40,0.765,0.702,7.0,-7.879,0.0,0.0486,0.121,0.906,0.666,0.239,123.993,414194.0,4.0,techhouse
2gOvWkgY153efoAcywh7pi,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Gummihammer,42,Der Dritte Raum,KOMMIT,https://i.scdn.co/image/ab67616d0000b2737681ecfe703b2513d3d88c0e,"['classic progressive house', 'german techno', 'high-tech minimal', 'minimal techno', 'tech house']",35,0.809,0.867,1.0,-8.176,1.0,0.0661,0.0243,0.866,0.671,0.753,123.014,407419.0,4.0,techhouse
3TTsR15N3XY4G6z7F4eMwF,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Hope - Parra For Cuva Remix,48,Max Cooper,One Hundred Billion Sparks Remixed,https://i.scdn.co/image/ab67616d0000b273e44b8f5e1ab2e340691cdf85,"['electronica', 'microhouse', 'minimal techno', 'modular synth', 'tech house']",47,0.642,0.648,8.0,-9.363,1.0,0.0374,0.286,0.949,0.0948,0.099,112.003,353302.0,4.0,techhouse
5sNjy41kQANS6ZRHhbTh77,https://open.spotify.com/playlist/7HxEKL4NF7ZKakfTZiekTr?si=0d9899114a0f46ce,The Sound of Tech House,Prepare,43,Stimming,Alpe Lusia,https://i.scdn.co/image/ab67616d0000b2736a5c450c78d62ef973a2a9f4,"['electronica', 'german techno', 'hamburg electronic', 'microhouse', 'minimal tech house', 'minimal techno', 'organic house', 'tech house']",40,0.58,0.472,0.0,-15.95,0.0,0.107,0.495,0.941,0.205,0.197,118.983,376693.0,4.0,techhouse
